Original ID,Name,Reference,DOI,Year,Journal,Kingdom,Genus,Species,State,Location,SMILES
FQNP392,Lichexanthone,J_Nat_Prod_2000;63_(10):1396-1399,10.1021/np0001326,2000,Journal_of_Natural_Products,Fungus,Parmotrema,Parmotrema_tinctorum,Veracruz,Los_Tuxtlas,COc1cc(C)c2c(=O)c3c(O)cc(OC)cc3oc2c1
FQNP393,Methyl_orsellinate,J_Nat_Prod_2000;63_(10):1396-1399,10.1021/np0001326,2000,Journal_of_Natural_Products,Fungus,Parmotrema,Parmotrema_tinctorum,Veracruz,Los_Tuxtlas,COC(=O)c1c(C)cc(O)cc1O
FQNP394,Orcinol,J_Nat_Prod_2000;63_(10):1396-1399,10.1021/np0001326,2000,Journal_of_Natural_Products,Fungus,Parmotrema,Parmotrema_tinctorum,Veracruz,Los_Tuxtlas,Cc1cc(O)cc(O)c1
FQNP395,Herbarumin_III,J_Nat_Prod_2003;66_(4):511-514,10.1021/np020501t,2003,Journal_of_Natural_Products,Fungus,Phoma,Phoma_herbarum,Michoacan,Zea_mays_(maız_cacahuacintle),CCC[C@@H]1C[C@@H](O)/C=C/CCCC(=O)O1
FQNP396,Herbarumin_I,J_Nat_Prod_2003;66_(4):511-514,10.1021/np020501t,2003,Journal_of_Natural_Products,Fungus,Phoma,Phoma_herbarum,Michoacan,Zea_mays_(maız_cacahuacintle),CCC[C@H]1OC(=O)CCC/C=C/[C@H](O)[C@@H]1O
FQNP397,Herbarumin_II,J_Nat_Prod_2003;66_(4):511-514,10.1021/np020501t,2003,Journal_of_Natural_Products,Fungus,Phoma,Phoma_herbarum,Michoacan,Zea_mays_(maız_cacahuacintle),CCC[C@H]1OC(=O)[C@H](O)CC/C=C/[C@H](O)[C@@H]1O
FQNP398,Falcarindiol,Phytochemistry_65_(2004) 331-335,10.1016/j.phytochem.2003.11.010,2004,Phytochemistry,Plant,Angelica,Angelica_dahurica,Not_specified,Not_specified,C=C[C@@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCC
FQNP400,Gymnopusin,Phytochemistry_2002;61:141-148,10.1016/S0031-9422(02)00220-0,2002,Phytochemistry,Plant,Maxillaria,Maxillaria_densa,Veracruz,Catemaco,COc1c(O)cc2cc(OC)c3cc(O)ccc3c2c1OC
FQNP402,Dimer_hofmeisterin,Phytochemistry_2008;69:1339-1347,10.1016/j.phytochem.2008.01.011,2008,Phytochemistry,Plant,Hofmeisteria,Hofmeisteria_schaffneri,Estado_de_Mexico,Ozumba,Cc1ccc2c(c1)O[C@H]1O[C@]3(CC[C@@]21O)c1ccc(C)cc1O[C@@H]3O
FQNP403,Hofmeisterin_II,Phytochemistry_2008;69:1339-1347,10.1016/j.phytochem.2008.01.011,2008,Phytochemistry,Plant,Hofmeisteria,Hofmeisteria_schaffneri,Estado_de_Mexico,Ozumba,Cc1ccc(C(=O)CCC(=O)c2ccc(C)cc2O)c(O)c1
FQNP404,Hofmeisterin_III,Phytochemistry_2008;69:1339-1347,10.1016/j.phytochem.2008.01.011,2008,Phytochemistry,Plant,Hofmeisteria,Hofmeisteria_schaffneri,Estado_de_Mexico,Ozumba,C/C=C(/C)C(=O)Oc1cc(C)ccc1C(C)C
FQNP405,Hofmeisterin_IV,Phytochemistry_2008;69:1339-1347,10.1016/j.phytochem.2008.01.011,2008,Phytochemistry,Plant,Hofmeisteria,Hofmeisteria_schaffneri,Estado_de_Mexico,Ozumba,C/C=C(/C)C(=O)OCC(O)(COC(=O)/C(C)=C\C)c1ccc(C)cc1O
FQNP406,Thymol_derivI,Phytochemistry_2008;69:1339-1347,10.1016/j.phytochem.2008.01.011,2008,Phytochemistry,Plant,Hofmeisteria,Hofmeisteria_schaffneri,Estado_de_Mexico,Ozumba,C/C=C(/C)C(=O)OCC(O)(CO)c1ccc(C)cc1O
FQNP407,Thymol_derivII,Phytochemistry_2008;69:1339-1347,10.1016/j.phytochem.2008.01.011,2008,Phytochemistry,Plant,Hofmeisteria,Hofmeisteria_schaffneri,Estado_de_Mexico,Ozumba,C/C=C(/C)C(=O)Oc1cc(C)ccc1C1(CO)CO1
FQNP408,Thymol_derivIII,Phytochemistry_2008;69:1339-1347,10.1016/j.phytochem.2008.01.011,2008,Phytochemistry,Plant,Hofmeisteria,Hofmeisteria_schaffneri,Estado_de_Mexico,Ozumba,C/C=C(/C)C(=O)Oc1cc(C)ccc1C1(COC(C)=O)CO1
FQNP409,Thymol_derivIV,Phytochemistry_2008;69:1339-1347,10.1016/j.phytochem.2008.01.011,2008,Phytochemistry,Plant,Hofmeisteria,Hofmeisteria_schaffneri,Estado_de_Mexico,Ozumba,C/C=C(/C)C(=O)OCC(O)(COC(C)=O)c1ccc(C)cc1O
FQNP418,p-hydroxybenzoic_acid,Phytochemistry_2001;58:751-758,10.1016/S0031-9422(01)00278-3,2001,Phytochemistry,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Tepozotlan,O=C(O)Cc1ccc(O)cc1
FQNP419,8-hydroxy-6-methyl-9-oxo-9H-xanthene-1-carboxylic_acid_methyl_ester,Phytochemistry_2001;58:751-758,10.1016/S0031-9422(01)00278-3,2001,Phytochemistry,Fungus,Guanomyces,Guanomyces_polythrix,Morelos,Tepozotlan,COC(=O)c1cccc2oc3cc(C)cc(O)c3c(=O)c12
FQNP425,Dehydroflourensic_acid,Phytochemistry_2003;64:285-291,10.1016/S0031-9422(03)00217-6,2003,Phytochemistry,Plant,Flourensia,Flourensia_cernua,San_Luis_Potosi,San_Luis_Potosi,C=C(C(=O)O)[C@@H]1CC(=O)C2=CCC[C@H](C)[C@@]2(C)C1
FQNP426,Flourensadiol,Phytochemistry_2003;64:285-291,10.1016/S0031-9422(03)00217-6,2003,Phytochemistry,Plant,Flourensia,Flourensia_cernua,San_Luis_Potosi,San_Luis_Potosi,C[C@@H]1CC[C@H]2[C@@H]1C1[C@@H](CC[C@]2(C)O)[C@@]1(C)CO
FQNP428,Tetracosan-4-olide,Phytochemistry_2003;64:285-291,10.1016/S0031-9422(03)00217-6,2003,Phytochemistry,Plant,Flourensia,Flourensia_cernua,San_Luis_Potosi,San_Luis_Potosi,CCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1
FQNP429,Pentacosan-4-olide,Phytochemistry_2003;64:285-291,10.1016/S0031-9422(03)00217-6,2003,Phytochemistry,Plant,Flourensia,Flourensia_cernua,San_Luis_Potosi,San_Luis_Potosi,CCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1
FQNP430,Hexacosan-4-olide,Phytochemistry_2003;64:285-291,10.1016/S0031-9422(03)00217-6,2003,Phytochemistry,Plant,Flourensia,Flourensia_cernua,San_Luis_Potosi,San_Luis_Potosi,CCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1
FQNP431,Heptacosan-4-olide,Phytochemistry_2003;64:285-291,10.1016/S0031-9422(03)00217-6,2003,Phytochemistry,Plant,Flourensia,Flourensia_cernua,San_Luis_Potosi,San_Luis_Potosi,CCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1
FQNP432,Octacosan-4-olide,Phytochemistry_2003;64:285-291,10.1016/S0031-9422(03)00217-6,2003,Phytochemistry,Plant,Flourensia,Flourensia_cernua,San_Luis_Potosi,San_Luis_Potosi,CCCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1
FQNP433,Nonacosan-4-olide,Phytochemistry_2003;64:285-291,10.1016/S0031-9422(03)00217-6,2003,Phytochemistry,Plant,Flourensia,Flourensia_cernua,San_Luis_Potosi,San_Luis_Potosi,CCCCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1
FQNP434,Triacontan-4-olide,Phytochemistry_2003;64:285-291,10.1016/S0031-9422(03)00217-6,2003,Phytochemistry,Plant,Flourensia,Flourensia_cernua,San_Luis_Potosi,San_Luis_Potosi,CCCCCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1
FQNP435,1-hydroxy-2-oxoeremo-phil-1(10)_7(11)_8(9)-trien-12(8)-olide,Phytochemistry_2005;66:1012-1016,10.1016/j.phytochem.2005.03.005,2005,Phytochemistry,Fungus,Malbranchea,Malbranchea_aurantiaca,Guerrero,Juxtlahuaca_cave,CC1=C2C[C@@]3(C)C(=C(O)C(=O)C[C@@H]3C)C=C2OC1=O
FQNP436,Penicillic_acid,Phytochemistry_2005;66:1012-1016,10.1016/j.phytochem.2005.03.005,2005,Phytochemistry,Fungus,Malbranchea,Malbranchea_aurantiaca,Guerrero,Juxtlahuaca_cave,C=C(C)C1(O)OC(=O)C=C1OC
FQNP437,3'-hydroxybenzyl-2_6-dimethoxybenzoate,Planta_Med_2005;71:320-325,10.1055/s-2005-864097,2005,Planta_Medica,Plant,Brickellia,Brickellia_veronicifolia,Estado_de_Mexico,Aculco,COc1cccc(OC)c1C(=O)OCc1cccc(O)c1
FQNP438,2'-methoxybenzyl-2-hydroxybenzoate,Planta_Med_2005;71:320-325,10.1055/s-2005-864097,2005,Planta_Medica,Plant,Brickellia,Brickellia_veronicifolia,Estado_de_Mexico,Aculco,COc1ccccc1COC(=O)c1ccccc1O
FQNP439,benzyl_2_6-dimethoxybenzoate,Planta_Med_2005;71:320-325,10.1055/s-2005-864097,2005,Planta_Medica,Plant,Brickellia,Brickellia_veronicifolia,Estado_de_Mexico,Aculco,COc1cccc(OC)c1C(=O)OCc1ccccc1
FQNP440,3'-methoxybenzyl-2-hydroxy-6-methoxybenzoate,Planta_Med_2005;71:320-325,10.1055/s-2005-864097,2005,Planta_Medica,Plant,Brickellia,Brickellia_veronicifolia,Estado_de_Mexico,Aculco,COc1cccc(COC(=O)c2c(O)cccc2OC)c1
FQNP441,Benzyl_2-hydroxy-6-methoxybenzoate,Planta_Med_2005;71:320-325,10.1055/s-2005-864097,2005,Planta_Medica,Plant,Brickellia,Brickellia_veronicifolia,Estado_de_Mexico,Aculco,COc1cccc(O)c1C(=O)OCc1ccccc1
FQNP442,Benzyl_2_3_6-trimethoxybenzoate,Planta_Med_2005;71:320-325,10.1055/s-2005-864097,2005,Planta_Medica,Plant,Brickellia,Brickellia_veronicifolia,Estado_de_Mexico,Aculco,COc1ccc(OC)c(C(=O)OCc2ccccc2)c1OC
FQNP443,Benzyl_2-hydroxy-3_6-dimethoxybenzoate,Planta_Med_2005;71:320-325,10.1055/s-2005-864097,2005,Planta_Medica,Plant,Brickellia,Brickellia_veronicifolia,Estado_de_Mexico,Aculco,COc1ccc(O)c(C(=O)OCc2ccccc2)c1OC
FQNP444,3'-methoxybenzyl_2_6-dimethoxybenzoate,Planta_Med_2005;71:320-325,10.1055/s-2005-864097,2005,Planta_Medica,Plant,Brickellia,Brickellia_veronicifolia,Estado_de_Mexico,Aculco,COc1cccc(COC(=O)c2c(OC)cccc2OC)c1
FQNP448,Galphimine_B,J_Nat_Prod_2004;67_(4):644-649,10.1021/np0304666,2004,Journal_of_Natural_Products,Plant,Galphimia,Galphimia_glauca,Guanajuato,Municipio_Doctor_Mora,COC(=O)[C@@]12CC[C@@]3(C)[C@@H]4C=CC(=O)OC[C@]4([C@@H](C)O)C[C@@H](O)[C@@H]3[C@@]1(C)CC[C@@]1(C)CC=C(C)C[C@]12O
FQNP449,Galphimine_E,J_Nat_Prod_2004;67_(4):644-649,10.1021/np0304666,2004,Journal_of_Natural_Products,Plant,Galphimia,Galphimia_glauca,Guanajuato,Municipio_Doctor_Mora,COC(=O)[C@@]12CC[C@@]3(C)[C@@H]4C=CC(=O)OC[C@]4([C@@H](C)O)[C@@H](OC(C)=O)[C@@H](O)[C@@H]3[C@@]1(C)CC[C@@]1(C)CC=C(C)C[C@]12O
FQNP450,Galphimine_A,J_Nat_Prod_2004;67_(4):644-649,10.1021/np0304666,2004,Journal_of_Natural_Products,Plant,Galphimia,Galphimia_glauca,Guanajuato,Municipio_Doctor_Mora,COC(=O)[C@@]12CC[C@@]3(C)[C@@H]4C=CC(=O)OC[C@]4([C@@H](C)O)[C@@H](O)[C@@H](O)[C@@H]3[C@@]1(C)CC[C@@]1(C)CC=C(C)C[C@]12O
FQNP451,Galphimine_D,J_Nat_Prod_2004;67_(4):644-649,10.1021/np0304666,2004,Journal_of_Natural_Products,Plant,Galphimia,Galphimia_glauca,Guanajuato,Municipio_Doctor_Mora,COC(=O)[C@@]12CC[C@@]3(C)[C@@H]4C=CC(=O)OC[C@]4([C@@H](C)O)[C@@H](O)[C@@H](OC(C)=O)[C@@H]3[C@@]1(C)CC[C@@]1(C)CC=C(C)C[C@]12O
FQNP452,Galphimine_F,J_Nat_Prod_2004;67_(4):644-649,10.1021/np0304666,2004,Journal_of_Natural_Products,Plant,Galphimia,Galphimia_glauca,Guanajuato,Municipio_Doctor_Mora,C=C1CC[C@]2(C)CC[C@]3(C)[C@H]4[C@H](O)C[C@@]5([C@@H](C)O)COC(=O)C=C[C@H]5[C@]4(C)CC[C@@]3(C(=O)OC)[C@]2(O)C1
FQNP453,Galphimine_G,J_Nat_Prod_2004;67_(4):644-649,10.1021/np0304666,2004,Journal_of_Natural_Products,Plant,Galphimia,Galphimia_glauca,Guanajuato,Municipio_Doctor_Mora,C=C1CC[C@]2(C)CC[C@]3(C)[C@H]4[C@H](O)[C@H](OC(C)=O)[C@@]5([C@@H](C)O)COC(=O)C=C[C@H]5[C@]4(C)CC[C@@]3(C(=O)OC)[C@]2(O)C1
FQNP454,Galphimine_H,J_Nat_Prod_2004;67_(4):644-649,10.1021/np0304666,2004,Journal_of_Natural_Products,Plant,Galphimia,Galphimia_glauca,Guanajuato,Municipio_Doctor_Mora,C=C1CC[C@]2(C)CC[C@]3(C)[C@H]4[C@H](O)[C@H](O)[C@@]5([C@@H](C)O)COC(=O)C=C[C@H]5[C@]4(C)CC[C@@]3(C(=O)OC)[C@]2(O)C1
FQNP455,Galphimine_I,J_Nat_Prod_2004;67_(4):644-649,10.1021/np0304666,2004,Journal_of_Natural_Products,Plant,Galphimia,Galphimia_glauca,Guanajuato,Municipio_Doctor_Mora,C=C1CC[C@]2(C)CC[C@]3(C)[C@H]4[C@H](OC(C)=O)[C@H](O)[C@@]5([C@@H](C)O)COC(=O)C=C[C@H]5[C@]4(C)CC[C@@]3(C(=O)OC)[C@]2(O)C1
FQNP456,Galphimine_C,J_Nat_Prod_2004;67_(4):644-649,10.1021/np0304666,2004,Journal_of_Natural_Products,Plant,Galphimia,Galphimia_glauca,Guanajuato,Municipio_Doctor_Mora,COC(=O)[C@@]12CC[C@@]3(C)[C@@H]4C=CC(=O)OC[C@]4([C@@H](C)O)C[C@@H](O)[C@@H]3[C@@]1(C)CC[C@@]1(C)CCC(C)=C[C@@]21O
FQNP457,2-Oxo-12-(3'_4'-methylenedioxyphenyl)dodecane,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CC(=O)CCCCCCCCCCc1ccc2c(c1)OCO2
FQNP458,2-Oxo-14-(3'_4'-methylenedioxyphenyl)tetradecane,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CC(=O)CCCCCCCCCCCCc1ccc2c(c1)OCO2
FQNP459,2-Oxo-16-(3'_4'-methylenedioxyphenyl)hexadecane,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CC(=O)CCCCCCCCCCCCCCc1ccc2c(c1)OCO2
FQNP460,2-Oxo-18-(3'_4'-methylenedioxyphenyl)octadecane,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CC(=O)CCCCCCCCCCCCCCCCc1ccc2c(c1)OCO2
FQNP461,2-Oxo-14-(3'_4'-methylenedioxyphenyl)-trans-13-tetradecene,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CC(=O)CCCCCCCCCC/C=C/c1ccc2c(c1)OCO2
FQNP462,2-Oxo-16-(3'_4'-methylenedioxyphenyl)-trans-15-hexadecene,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CC(=O)CCCCCCCCCCCC/C=C/c1ccc2c(c1)OCO2
FQNP463,2-Oxo-18-(3'_4'-methylenedioxyphenyl)-trans-17-octadecene,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CC(=O)CCCCCCCCCCCCCC/C=C/c1ccc2c(c1)OCO2
FQNP464,2-Oxo-16-phenyl-trans-3-hexadecene,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CC(=O)/C=C/CCCCCCCCCCCCc1ccccc1
FQNP465,Methyl_[6-(10-phenyldecanyl)tetrahydropyran-2-yl]acetate,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,COC(=O)CC1CCCC(CCCCCCCCCCc2ccccc2)O1
FQNP466,Methyl_2-(6-tridecyltetrahydro-2H-pyran-2-yl)acetate,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CCCCCCCCCCCCCC1CCCC(CC(=O)OC)O1
FQNP467,Methyl_2-(5-tetradecyltetrahydro-2-furanyl)acetate,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CCCCCCCCCCCCCCC1CCC(CC(=O)OC)O1
FQNP468,2-Oxo-14-(3'_4'-methylenedioxyphenyl)-trans-3-tetradecene,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CC(=O)/C=C/CCCCCCCCCCc1ccc2c(c1)OCO2
FQNP469,2-Oxo-16-(3'_4'-methylenedioxyphenyl)-trans-3-hexadecene,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CC(=O)/C=C/CCCCCCCCCCCCc1ccc2c(c1)OCO2
FQNP470,2-Oxo-16-phenyl-3-hexadecane,J_Nat_Prod_2004;67_(12):1961-1968,10.1021/np0401260,2004,Journal_of_Natural_Products,Plant,Piper,Piper_sanctum,Veracruz,San_Andres_Tuxtla,CC(=O)CCCCCCCCCCCCCCc1ccccc1
FQNP473,Gedunin,J_Agric_Food_Chem_2000;48_(5):1903-1908,10.1021/jf990443q,2000,Journal_of_Agricultural_and_Food_Chemistry,Plant,Cedrela,Cedrela_salvadorensis,Michoacan,Morelia,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]12C
FQNP474,Cedrelanolide,J_Agric_Food_Chem_2000;48_(5):1903-1908,10.1021/jf990443q,2000,Journal_of_Agricultural_and_Food_Chemistry,Plant,Cedrela,Cedrela_salvadorensis,Michoacan,Morelia,CCC(=O)[C@@H]1C(=O)O[C@]2(C=O)[C@@H]([C@@]3(C)C(=O)C[C@@H]4O[C@@H](C(=O)OC)[C@H]3C4(C)C)CC[C@@](C)([C@@H](OC(C)=O)c3ccoc3)[C@@H]12
FQNP475,Dicadalenol,J_Nat_Prod_2001;64_(7):861-864,10.1021/np0005107,2001,Journal_of_Natural_Products,Plant,Heterotheca,Heterotheca_inuloides,Puebla,Atlixco,Cc1cc2c(cc1O)[C@]1(O)Cc3c(c(C)cc4c(C(C)C)ccc(C)c34)O[C@@H]1C[C@H]2C(C)C
FQNP476,Cadalen-15-oic_acid,J_Nat_Prod_2001;64_(7):861-864,10.1021/np0005107,2001,Journal_of_Natural_Products,Plant,Heterotheca,Heterotheca_inuloides,Puebla,Atlixco,Cc1ccc(C(C)C)c2cc(C(=O)O)ccc12
FQNP477,3_7-dihydroxy-3(4H)-isocadalen-4-one,J_Nat_Prod_2001;64_(7):861-864,10.1021/np0005107,2001,Journal_of_Natural_Products,Plant,Heterotheca,Heterotheca_inuloides,Puebla,Atlixco,CC1=C[C@@](O)(C(C)C)C(=O)c2cc(C)c(O)cc21
FQNP478,7-(3_3-dimethylallyloxy)coumarin,J_Nat_Prod_2001;64_(7):861-864,10.1021/np0005107,2001,Journal_of_Natural_Products,Plant,Heterotheca,Heterotheca_inuloides,Puebla,Atlixco,CC(C)=CCOc1ccc2ccc(=O)oc2c1
FQNP479,7-hydroxycadalene,J_Nat_Prod_2001;64_(7):861-864,10.1021/np0005107,2001,Journal_of_Natural_Products,Plant,Heterotheca,Heterotheca_inuloides,Puebla,Atlixco,Cc1cc2c(C(C)C)ccc(C)c2cc1O
FQNP480,7-hydroxy-4αH-3_4-dihydrocadalene,J_Nat_Prod_2001;64_(7):861-864,10.1021/np0005107,2001,Journal_of_Natural_Products,Plant,Heterotheca,Heterotheca_inuloides,Puebla,Atlixco,CC1=CC[C@@H](C(C)C)c2cc(C)c(O)cc21
FQNP481,1α-hydroxy-1(4H)-isocadalen-4-one,J_Nat_Prod_2001;64_(7):861-864,10.1021/np0005107,2001,Journal_of_Natural_Products,Plant,Heterotheca,Heterotheca_inuloides,Puebla,Atlixco,Cc1ccc2c(c1)C(=O)C(C(C)C)=C[C@@]2(C)O
FQNP482,1α-hydroxy-4αH-1_2_3_4-tetrahydrocadalen-15-oic_acid,J_Nat_Prod_2001;64_(7):861-864,10.1021/np0005107,2001,Journal_of_Natural_Products,Plant,Heterotheca,Heterotheca_inuloides,Puebla,Atlixco,CC(C)[C@@H]1CC[C@@](C)(O)c2ccc(C(=O)O)cc21
FQNP491,5α_7α_10βH-3-patchoulen-2-one,J_Nat_Prod_2004;67_(5):914-917,10.1021/np030485f,2004,Journal_of_Natural_Products,Plant,Croton,Croton_arboreous,Campeche,La_Nueva_Vida,CC1=CC(=O)[C@@]23[C@H]1C[C@@H](CC[C@H]2C)C3(C)C
FQNP492,5α_7α10βH-4(14)-patchoulen-2α-ol,J_Nat_Prod_2004;67_(5):914-917,10.1021/np030485f,2004,Journal_of_Natural_Products,Plant,Croton,Croton_arboreous,Campeche,La_Nueva_Vida,C=C1C[C@H](O)[C@@]23[C@H]1C[C@@H](CC[C@H]2C)C3(C)C
FQNP493,9α_10β-dihydroxy-2β_4β-peroxy-1α_5β_7αH-guaiane,J_Nat_Prod_2004;67_(5):914-917,10.1021/np030485f,2004,Journal_of_Natural_Products,Plant,Croton,Croton_arboreous,Campeche,La_Nueva_Vida,CC(C)[C@H]1C[C@H]2[C@@H]([C@H]3C[C@]2(C)OO3)[C@@](C)(O)[C@H](O)C1
FQNP495,6α-O-[β-d-xylopyranosyl-(1→3)-β-d-quinovopyranosyl]-(25S)-5α-spirostan-3β-ol,J_Nat_Prod_2004;67_(6):938-941,10.1021/np0305019,2004,Journal_of_Natural_Products,Plant,Solanum,Solanum_chrysotrichum,Chiapas,Not_specified,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3C4C[C@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
FQNP496,Xanthyletin,Phytochemistry_2004;66_(4):487-494,10.1016/j.phytochem.2004.12.028,2004,Phytochemistry,Plant,Stauranthus,Stauranthus_perforatus,Quintana_Roo,Not_specified,CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1
FQNP497,3-(1′_1′-dimethylallyl)-xanthyletin,Phytochemistry_2004;66_(4):487-494,10.1016/j.phytochem.2004.12.028,2004,Phytochemistry,Plant,Stauranthus,Stauranthus_perforatus,Quintana_Roo,Not_specified,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C)(C)C=C3
FQNP498,Chalepensin,Phytochemistry_2004;66_(4):487-494,10.1016/j.phytochem.2004.12.028,2004,Phytochemistry,Plant,Stauranthus,Stauranthus_perforatus,Quintana_Roo,Not_specified,C=CC(C)(C)c1cc2cc3ccoc3cc2oc1=O
FQNP499,Ammirin,Phytochemistry_2004;66_(4):487-494,10.1016/j.phytochem.2004.12.028,2004,Phytochemistry,Plant,Stauranthus,Stauranthus_perforatus,Quintana_Roo,Not_specified,C=C(C)[C@H]1Cc2cc3ccc(=O)oc3cc2O1
FQNP500,Chalepin,Phytochemistry_2004;66_(4):487-494,10.1016/j.phytochem.2004.12.028,2004,Phytochemistry,Plant,Stauranthus,Stauranthus_perforatus,Quintana_Roo,Not_specified,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)O[C@@H](C(C)(C)O)C3
FQNP501,2′-isopropyl-psoralene,Phytochemistry_2004;66_(4):487-494,10.1016/j.phytochem.2004.12.028,2004,Phytochemistry,Plant,Stauranthus,Stauranthus_perforatus,Quintana_Roo,Not_specified,CC(C)c1cc2cc3ccc(=O)oc3cc2o1
FQNP502,Asarinin,Phytochemistry_2004;66_(4):487-494,10.1016/j.phytochem.2004.12.028,2004,Phytochemistry,Plant,Stauranthus,Stauranthus_perforatus,Quintana_Roo,Not_specified,c1cc2c(cc1[C@H]1OCC3C1CO[C@H]3c1ccc3c(c1)OCO3)OCO2
FQNP503,Fargesin,Phytochemistry_2004;66_(4):487-494,10.1016/j.phytochem.2004.12.028,2004,Phytochemistry,Plant,Stauranthus,Stauranthus_perforatus,Quintana_Roo,Not_specified,COc1ccc([C@H]2OCC3C2CO[C@H]3c2ccc3c(c2)OCO3)cc1OC
FQNP504,4_5-epoxi-β-caryophyllene,Phytochemistry_2004;66_(4):487-494,10.1016/j.phytochem.2004.12.028,2004,Phytochemistry,Plant,Stauranthus,Stauranthus_perforatus,Quintana_Roo,Not_specified,C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C
FQNP505,Pellitorine,Phytochemistry_2004;66_(4):487-494,10.1016/j.phytochem.2004.12.028,2004,Phytochemistry,Plant,Stauranthus,Stauranthus_perforatus,Quintana_Roo,Not_specified,CCCCCC=CC=CC(=O)NCC(C)C
FQNP506,Pescaproside_A,J_Nat_Prod_2005;68_(2):226-230,10.1021/np0496340,2005,Journal_of_Natural_Products,Plant,Ipomoea,Ipomea_pes_caprae,Yucatan,Not_specified,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]3O[C@@H](CCCCC)CCCCCCCCCC(=O)OC)[C@H](O)[C@@H]2O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
